step,val_loss
99,10.1353
199,9.7612
299,8.1353
399,7.8996
499,7.7395
599,7.6066
699,7.4779
799,7.3780
899,7.3103
999,7.2436
1099,7.1912
1199,7.1559
1299,7.1329
1399,7.1187
1499,7.1072
1500,7.1067
